epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,4132.99,0.26058,0.18818,0.832,0.9995,1,0.995,0.97446,0.24113,0.13841,0.81256,0.0001388,0.0001388,0.0001388
190,4154.89,0.26821,0.19106,0.8334,0.99951,1,0.995,0.97651,0.24134,0.14178,0.81308,0.0001289,0.0001289,0.0001289
191,4175.4,0.20442,0.14311,0.78889,0.99951,1,0.995,0.9736,0.23939,0.14026,0.81297,0.000119,0.000119,0.000119
192,4195.46,0.20952,0.14515,0.79611,0.99951,1,0.995,0.97964,0.2398,0.143,0.81306,0.0001091,0.0001091,0.0001091
193,4215.7,0.20699,0.14266,0.7842,0.99951,1,0.995,0.97755,0.23995,0.142,0.81227,9.92e-05,9.92e-05,9.92e-05
194,4235.77,0.20289,0.14188,0.78818,0.99951,1,0.995,0.97689,0.24493,0.14339,0.81302,8.93e-05,8.93e-05,8.93e-05
195,4255.89,0.20345,0.14252,0.78391,0.99951,1,0.995,0.97662,0.24273,0.14258,0.81293,7.94e-05,7.94e-05,7.94e-05
196,4276.01,0.20384,0.14142,0.7862,0.99951,1,0.995,0.97526,0.24042,0.14211,0.812,6.95e-05,6.95e-05,6.95e-05
197,4296.14,0.20247,0.13878,0.78823,1,1,0.995,0.97447,0.23999,0.14058,0.8115,5.96e-05,5.96e-05,5.96e-05
198,4316.5,0.19918,0.13902,0.78553,1,1,0.995,0.97625,0.23763,0.14113,0.81119,4.97e-05,4.97e-05,4.97e-05
199,4336.97,0.20076,0.13777,0.79074,1,1,0.995,0.97472,0.2367,0.13919,0.8105,3.98e-05,3.98e-05,3.98e-05
200,4357.44,0.20015,0.13885,0.78447,0.99951,1,0.995,0.9747,0.23839,0.14289,0.81093,2.99e-05,2.99e-05,2.99e-05
