epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,18453.9,0.30065,0.20395,0.89325,0.99945,1,0.995,0.97358,0.25526,0.15749,0.91694,0.0002081,0.0002081,0.0002081
183,18555.4,0.28865,0.19878,0.87702,0.99946,1,0.995,0.97396,0.2611,0.16141,0.92217,0.0001982,0.0001982,0.0001982
184,18656.5,0.29137,0.20231,0.88481,0.99945,1,0.995,0.97234,0.25263,0.15887,0.9132,0.0001883,0.0001883,0.0001883
185,18758.3,0.28728,0.19647,0.88331,0.99947,1,0.995,0.97502,0.25355,0.15557,0.91183,0.0001784,0.0001784,0.0001784
186,18859.5,0.28336,0.1964,0.88669,0.99948,1,0.995,0.97681,0.25693,0.15391,0.91243,0.0001685,0.0001685,0.0001685
187,18961.3,0.28123,0.19399,0.88034,0.99948,1,0.995,0.97767,0.25432,0.15436,0.91342,0.0001586,0.0001586,0.0001586
188,19062.8,0.28392,0.19409,0.87642,0.99948,1,0.995,0.97799,0.2563,0.15624,0.91347,0.0001487,0.0001487,0.0001487
189,19164.9,0.28016,0.19216,0.87435,0.99948,1,0.995,0.97588,0.25292,0.15352,0.91322,0.0001388,0.0001388,0.0001388
190,19266.1,0.28687,0.19501,0.88234,0.99948,1,0.995,0.97602,0.25649,0.15558,0.91353,0.0001289,0.0001289,0.0001289
191,19365,0.21898,0.14915,0.83463,0.99948,1,0.995,0.97762,0.25795,0.15468,0.91758,0.000119,0.000119,0.000119
192,19463.5,0.22418,0.15105,0.84912,0.99949,1,0.995,0.97962,0.25737,0.15711,0.91805,0.0001091,0.0001091,0.0001091
193,19561.8,0.21562,0.14878,0.82655,0.99948,1,0.995,0.9781,0.2592,0.1551,0.92098,9.92e-05,9.92e-05,9.92e-05
194,19660.3,0.21987,0.15096,0.83588,0.99948,1,0.995,0.978,0.26293,0.1568,0.92321,8.93e-05,8.93e-05,8.93e-05
195,19758.5,0.21516,0.1483,0.83242,0.99949,1,0.995,0.97742,0.25448,0.15313,0.9145,7.94e-05,7.94e-05,7.94e-05
196,19856.6,0.21614,0.14738,0.82505,0.99948,1,0.995,0.97823,0.25353,0.15416,0.91497,6.95e-05,6.95e-05,6.95e-05
197,19955.1,0.21543,0.14752,0.83759,0.99949,1,0.995,0.97872,0.25599,0.15452,0.91657,5.96e-05,5.96e-05,5.96e-05
198,20053.3,0.21024,0.14419,0.82937,0.99949,1,0.995,0.97897,0.25188,0.1552,0.91267,4.97e-05,4.97e-05,4.97e-05
199,20152.7,0.21078,0.14481,0.82453,0.99949,1,0.995,0.97874,0.25076,0.15413,0.91249,3.98e-05,3.98e-05,3.98e-05
200,20251.3,0.21312,0.14598,0.82642,0.99948,1,0.995,0.97821,0.25068,0.15194,0.91034,2.99e-05,2.99e-05,2.99e-05
